Nr.,Anzeigedat.,Art,Thema,"Wochen-
tag",Datum,Zeit,"Ort, Aufzugsweg",TN-Zahl
354,2022-09-23 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-10-20 00:00:00,2022-10-20,14:00 - 19:00,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
355,2022-09-23 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-10-21 00:00:00,2022-10-21,14:00 - 19:00,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
356,2022-09-23 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-10-22 00:00:00,2022-10-22,12:00 - 17:00,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
357,2022-09-27 00:00:00,K,Du bist nicht allein! Solidarisch auf die Straße gegen Teuerungen!,2022-10-07 00:00:00,2022-10-07,17:30 - 19:30,"König-Heinrich-Platz / Königstr. , direkt vor den schwebenden Gärten ",50
358,2022-09-30 00:00:00,K,"Frauenrechte sind Menschenrechte - Aktion im Rahmen der Woche ""Menschenskind! - und immer wieder Menschenrechte"" der Seebrücke Duisburg unter Schirmherrschaft von Sozialdezernentin Frau Neese",2022-11-12 00:00:00,2022-12-14,16:00 - 17:00,"Stadttheater, auf der Straßenseite des Theaters",30
359,2022-10-02 00:00:00,K,"Tierrechte, Veganismus",2022-10-08 00:00:00,2022-10-08,14:00 - 17:00,"Königstraße, vor dem Forum",10 - 25
360,2022-10-02 00:00:00,K,"Tierrechte, Veganismus",2022-10-21 00:00:00,2022-10-21,17:00 - 20:00,"Königstraße, vor dem Forum",10 - 25
361,2022-10-03 00:00:00,K,"Wir sind besorgt um das Leben von Herrn Abdullah Öcalan, weil wir seit über einem Jahr kein Lebenszeichen von ihm haben. Wir möchten seinen Zustand wissen und fordern seine Freiheit  + Protest gegen Ermordung einer Akademikerin im Irak des Asya Yüksel Frauenvereins",Mittwoch,2022-10-05,17:30-19:00,"Königstraße, vor dem Forum",100
362,2022-10-01 00:00:00,A (K),Gedenken an trans Personen,2022-11-13 00:00:00,2022-11-20,13:30 - 16:00,Ludgeriplatz - Oststraße -  Grabenstraße - Pappenstraße -Bismarckstraße - Mühlheimerstraße - Neudorferstraße - Klöcknerstraße - Ludgeriplatz (Abschlusskundgebung),40 - 50
363,2022-10-02 00:00:00,K,Räumung von Lützerath,2022-10-07 00:00:00,2022-10-07,14:00 - 14:45,"Philosophenweg Ecke Kardinal-Galen-Straße, vor dem Parteibüro der
Grünen Partei, 47051 Duisburg",50
364,2022-10-04 00:00:00,K,Aktuelle Situation im Iran,2022-10-08 00:00:00,2022-10-08,12:00 - 14:00,"Stadttheater, Neckarstraße 1, 47051 Duisburg",150
365,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-10 00:00:00,2022-11-10,10:00 - 24:00,Rathaus Duisburg,30
366,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-11 00:00:00,2022-11-11,00:00 - 24:00,Rathaus Duisburg,30
367,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-12 00:00:00,2022-11-12,00:00 - 24:00,Rathaus Duisburg,30
368,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-13 00:00:00,2022-11-13,00:00 - 24:00,Rathaus Duisburg,30
369,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-14 00:00:00,2022-11-14,00:00 - 24:00,Rathaus Duisburg,30
370,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-15 00:00:00,2022-11-15,00:00 - 24:00,Rathaus Duisburg,30
371,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-16 00:00:00,2022-11-16,00:00 - 24:00,Rathaus Duisburg,30
372,2022-10-06 00:00:00,M,"Fehlende Unterstützung des Vereins, Altersarmut und Obdachlosigkiet in Duisburg",2022-11-17 00:00:00,2022-11-17,00:00 - 18:00,Rathaus Duisburg,30
373,2022-10-06 00:00:00,K,Tag gegen Gewalt an Frauen,2022-11-14 00:00:00,2022-11-25,16:00 - 18:00,Portsmouthplatz,50 - 100
374,2022-10-10 00:00:00,K,"Aktuellen Proteste im Iran, die Solidarisierung mit den Menschen im Iran und ihrem Freiheitskampf",2022-10-22 00:00:00,2022-10-22,12:00 - 14:00,König-Heinrich-Platz,ca. 100
375,2022-10-10 00:00:00,K,"Kundgebung gegen steigende Energie- und Lebensmittelpreise. ""Heißer Herbst gegen soziale Kälte! Energie und Essen müssen bezahlbar sein!""",2022-11-14 00:00:00,2022-11-18,16:30 - 18:00,Portsmouthplatz,500
376,2022-10-11 00:00:00,K,Gegen Inflation,2022-10-14 00:00:00,2022-10-14,17:30 - 19:00,König-Heinrich-Platz,30 - 50
377,2022-10-18 00:00:00,K,Betretungsverbote/ Einrichtungsbezogene Impfpflicht,2022-11-18 00:00:00,2022-11-25,14:00 - 16:00,Ruhrorter Straße 195,30
378,2022-10-19 00:00:00,A (K),Gerechtigkeit für den toten bulgarischen Jungen,2022-10-23 00:00:00,2022-10-23,13:00 - 19:00,Reinerstraße - Kaiser-Wilhelm.-Straße (Thyssenkrupp),600 - 700
379,2022-10-20 00:00:00,K,"Gegen Krieg, Krise und Inflation",2022-11-05 00:00:00,2022-11-05,14:00 - 18:00,Portsmouthplatz,50
380,2022-10-20 00:00:00,K,Wir zahlen nicht für eure Kiege! Wir stehen gegen eure Kriege auf!,2022-10-28 00:00:00,2022-10-28,16:00 - 18:00,"Hochemmericher Markt
vor Marktforum",50
381,2022-10-21 00:00:00,A (K),"Fahrraddemo ""Radfahrer für den Erhalt der Bäume an der Wedauer Straße""",2022-10-28 00:00:00,2022-10-28,19:00 - 21:00,Portsmouthplatz (Auftaktkundgebung) - Mercatorstraße - Düsseldorfer Straße (Zwischenkundgebung an der Ecke Düsseldorfer Straße/ Karl-Jarres-Straße) - Sternbuschweg - Kalkweg - Wedauer Straße (Abschlusskundgebung),ca. 30
382,2022-10-23 00:00:00,K,"Tierrechte, Veganismus",2022-11-05 00:00:00,2022-11-05,16:00 - 18:30,"Königstraße 48, vor dem Forum Duisburg",10 - 25
383,2022-10-23 00:00:00,K,"Tierrechte, Veganismus",2022-11-11 00:00:00,2022-11-18,16:45 - 20:00,Münzstraße (vor dem Rossmann),10 - 25
384,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-11-07 00:00:00,2022-11-07,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) – Sonnenwall – Kuhtor/ Kuhstraße (2. Zwischenkundgebung) – Sonnenwall – Friedrich-Wilhelm-Platz -  Steinsche Gasse – Universitätsstraße – Beekstraße – Klosterstraße – Peterstal – Münzstraße – Unterstraße – Schwanenstraße - Alter Markt (Abschlusskundgebung).,ca. 80
385,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-11-16 00:00:00,2022-11-14,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Schwanenstraße – Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) – Sonnenwall – Kuhtor/ Kuhstraße (2. Zwischenkundgebung) – Sonnenwall – Friedrich-Wilhelm-Platz -  Steinsche Gasse – Universitätsstraße – Beekstraße – Klosterstraße – Peterstal – Münzstraße – Unterstraße – Schwanenstraße - Alter Markt (Abschlusskundgebung).,ca. 80
386,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-11-18 00:00:00,2022-11-21,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) – Sonnenwall – Kuhtor/ Kuhstraße (2. Zwischenkundgebung) – Sonnenwall – Friedrich-Wilhelm-Platz -  Steinsche Gasse – Universitätsstraße – Beekstraße – Klosterstraße – Peterstal – Münzstraße – Unterstraße – Schwanenstraße - Alter Markt (Abschlusskundgebung).,ca. 80
387,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-11-19 00:00:00,2022-11-28,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) – Sonnenwall – Kuhtor/ Kuhstraße (2. Zwischenkundgebung) – Sonnenwall – Friedrich-Wilhelm-Platz -  Steinsche Gasse – Universitätsstraße – Beekstraße – Klosterstraße – Peterstal – Münzstraße – Unterstraße – Schwanenstraße - Alter Markt (Abschlusskundgebung).,ca. 80
388,2022-10-24 00:00:00,K,Gegen die Tierhaltung des Circus Verona,2022-10-29 00:00:00,2022-10-29,14:30 - 16:00,"Gerlingstraße 178, 47167 Duisburg",10
389,2022-10-25 00:00:00,K,Tarifrunde 2022 - Metall- und Elektroindustrie,2022-11-03 00:00:00,2022-11-03,09:00 - 10:30,Wolfgang-Reuter-Platz 4 in 47053 Duisburg (Siemens Energy),250
390,2022-10-25 00:00:00,A (K),Gedenken an die Pogromnacht 1938,2022-11-09 00:00:00,2022-11-09,18:00 - 19:30,"Neckarstr.1 (Theater Duisburg, Auftaktkundgebung) – Opernplatz – Köhnenstraße - Kuhlenwall 44 – Junkernstraße – Fuldastraße 6 und 14 - Pulverweg 52 – Pulverweg – DGB-Haus - Kardinal Galen Str.33 – Moselstraße – Erftstraße – Neckarstraße – Lahnstraße – Mainstraße 15 – Landfermannstraße – Opernplatz –Neckarstraße 1 (Stadttheater Duisburg, Abschlusskundgebung).",20
391,2022-10-26 00:00:00,A (K),"Keine Osttangente! Gemeinsam die Erde vor dem Kollaps retten! Aus Anlass des Weltklima-Aktionstage, Global Action Day",2022-11-19 00:00:00,2022-11-12,15:00 - 17:00,"Fährstraße 27 in 47228 Duisburg (Auftaktkundgebung) – Deichstraße
– Werthauser Straße – Am Fährhaus – Fährstraße – Duisburger
Straße – Hochemmericher Markt (Abschlusskundgebung)",50
392,2022-10-26 00:00:00,K,Inflation,2022-10-28 00:00:00,2022-10-28,17:00 - 19:00,König Heinrich Platz Duisburg,10 - 20
393,2022-10-26 00:00:00,K,Stop - Gewalt gegen Frauen,2022-10-29 00:00:00,2022-10-29,10:00 - 12:00,Hamborner Altmarkt 28-32 (vor der Bäckerei Ikbal),10 -20
394,2022-10-28 00:00:00,K,"Frau, Leben, Freiheit",2022-11-20 00:00:00,2022-11-12,16:00 - 18:00,Stadttheater (auf der Straßenseite des Theaters),100
395,2022-10-31 00:00:00,K,Frauen und Krise,2022-11-11 00:00:00,2022-11-11,17:00 - 19:00,Ecke Laaker Str. und Kirchstraße ,10 -15
396,2022-10-28 00:00:00,K,Aufklärung für Refat S.,2022-11-04 00:00:00,2022-11-04,13:00 - 15:00,"Franz-Lenze-Straße 68, 47166 Duisburg ",200 - 300
397,2022-10-31 00:00:00,M,Menschenskind! Aufstehen für Menschenrechte,2022-11-21 00:00:00,2022-12-11,14:30 - 19:00,"Dellplatz, Duisburg-Dellviertel",150
398,2022-11-02 00:00:00,A (K),Demonstration zum Welt-AIDS.-Tag im Gedenken an die an HIV/ AIDS verstorbenen Menschen,2022-11-21 00:00:00,2022-12-01,18:30 - 19:30,Forum – König-Heinrich-Platz (auf der Straßenseite des City Palais) – Opernplatz – Friedrich-Albert-Lange-Platz – Köhnenstraße – Gutenbergstraße – Poststraße – Steinsche Gasse – Münzstraße bis Höhe Knüllermarkt (Abschlusskundgebung),20
399,2022-11-02 00:00:00,A (K),Solidarität mit Kurdistan,2022-11-25 00:00:00,2022-12-03,14:00 - 16:00,Meiderich Bahnhof -  Singstraße – Augustastraße – Biesenstraße - Von-der-Mark-Straße – Kirchstraße - Werner-Wild-Straße – Ritterstraße – Bahnhofstraße - Von-Der-Mark-Straße - Meiderich Bahnhof,30 - 40
400,2022-11-03 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Metall-und Elektroindustrie,2022-11-07 00:00:00,2022-11-07,09:15 - 10:15,"Pontwert 39, 47059 Duisburg (Rolls-Royce Solutions GmbH)",30
401,2022-11-04 00:00:00,K,Delfine raus aus dem Zoo,2022-11-24 00:00:00,2022-12-04,12:00 - 15:00,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10 - 20
402,2022-11-07 00:00:00,K,"Trotz Straßensanierung Bäume bewahren, nicht fällen!",2022-11-25 00:00:00,2022-11-12,14:45 - 17:00,"Grünstreifen an der Wedauer Straße in 47249 Duisburg, gegenüber den Hausnummern 378-382",20 -50
403,2022-11-07 00:00:00,K,Kundgebung zu aktuellen Entwicklungen,2022-11-27 00:00:00,2022-11-14,17:30 - 19:00,Averdunkplatz,30 -40
404,2022-11-07 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Frieden und Nächstenliebe!",2022-11-25 00:00:00,2022-12-01,13:30 - 18:30,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
405,2022-11-07 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Frieden und Nächstenliebe!",2022-11-28 00:00:00,2022-12-02,13:30 - 18:30,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
406,2022-11-07 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Frieden und Nächstenliebe!",2022-11-28 00:00:00,2022-12-03,13:30 - 18:30,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
407,2022-11-08 00:00:00,K,Der Giftgaseinsatz der türk. Armee gegen Kurden,2022-12-01 00:00:00,2022-11-10,14:00 - 18:00,Averdunkplatz,ca. 50
408,2022-11-10 00:00:00,K,Kritik an Missständen in der Massentierhaltung,2022-12-01 00:00:00,2022-11-19,16:00 - 18:00,"""Tourist Information Duisburg"" (Königstr. 68, 47051 Duisburg)",ca. 15
409,2022-11-11 00:00:00,A (K),Solidarität mit der Besetzung der Universität,2022-12-02 00:00:00,2022-11-11,15:00 - 16:30,Lotharstraße (Auftaktkundgebung) - Finkenstraße – Gneisenaustraße – Oststraße - Ludgeriplatz - Ludgeristraße - Mülheimer Straße – Landfermannstraße - Saarstraße - Mercatorstraße – Portsmouthplatz (Abschlusskundgebung,30 - 50
410,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-12-02 00:00:00,2022-12-05,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) – Sonnenwall – Kuhtor/ Kuhstraße (2. Zwischenkundgebung) – Sonnenwall – Friedrich-Wilhelm-Platz -  Steinsche Gasse – Universitätsstraße – Beekstraße – Klosterstraße – Peterstal – Münzstraße – Unterstraße – Schwanenstraße - Alter Markt (Abschlusskundgebung).,ca. 80
411,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-12-01 00:00:00,2022-12-12,18:00 - 21:30,"Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz –
Gutenbergstraße – Obermauerstraße –Kuhtor am Brunnen (1.
Zwischenkundgebung) – Kuhlenwall - Am Mühlenberg - Am
Burgacker – Köhnenstraße - Friedrich-Albert-Lange-Platz – Landfermannstraße
- zwischen Liebfrauenkirche und CityPalais (2.
Zwischenkundgebung) – Landfermannstraße – Neckarstraße –
Fuldastraße – Junkernstraße – Kuhlenwall – Oberstraße – Poststraße
– Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung).",ca. 80
412,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-12-03 00:00:00,2022-12-19,18:00 - 21:30,"Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz –
Gutenbergstraße – Obermauerstraße –Kuhtor am Brunnen (1.
Zwischenkundgebung) – Kuhlenwall - Am Mühlenberg - Am
Burgacker – Köhnenstraße - Friedrich-Albert-Lange-Platz – Landfermannstraße
- zwischen Liebfrauenkirche und CityPalais (2.
Zwischenkundgebung) – Landfermannstraße – Neckarstraße –
Fuldastraße – Junkernstraße – Kuhlenwall – Oberstraße – Poststraße
– Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung).",ca. 80
413,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-12-04 00:00:00,2022-12-26,18:00 - 21:30,"Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz –
Gutenbergstraße – Obermauerstraße –Kuhtor am Brunnen (1.
Zwischenkundgebung) – Kuhlenwall - Am Mühlenberg - Am
Burgacker – Köhnenstraße - Friedrich-Albert-Lange-Platz – Landfermannstraße
- zwischen Liebfrauenkirche und CityPalais (2.
Zwischenkundgebung) – Landfermannstraße – Neckarstraße –
Fuldastraße – Junkernstraße – Kuhlenwall – Oberstraße – Poststraße
– Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung).",ca. 80
414,2022-11-14 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Metall-und Elektroindustrie,2022-12-03 00:00:00,2022-11-16,18.30 - 19:30,Stapeltor 17-19,250
415,2022-11-14 00:00:00,A (K),Tag gegen Gewalt an Frauen,2022-12-05 00:00:00,2022-11-25,16.30 - 18:00,Portsmouthplatz - Friedrich-Wilehlm-Straße - Friedrich-Wilhelm-Platz - Steinsche Gasse - Poststraße - Steinsche Gasse - Friedrich-Wilhelm-Platz - Friedrich-Wilhelm-Straße - Portsmouthplatz,50 - 100
416,2022-11-20 00:00:00,A (K),Luftangriffe der türkischen Armee gegen Kurden bzw. auf kurdische Städte  Kobani und Sengal,2022-12-06 00:00:00,2022-11-21,17:00 - 20:00,Portsmouthplatz (Auftaktkundgebung) – Mercatorstr. – Saarstr. – Landfermannstr. – Friedrich-Albert-Lange-Platz – Pulverweg – Philosophenweg – Am Innenhafen – Schifferstr. – Schifferstr. 92 / WDR,ca. 100
417,2022-11-19 00:00:00,K,"Tierrechte, Veganismus",2022-12-11 00:00:00,2022-12-02,17:00 - 20:00,Münzstraße (vor dem Rossmann),10 - 25
418,2022-11-19 00:00:00,K,"Tierrechte, Veganismus",2022-12-11 00:00:00,2022-12-17,15:00 - 18:00,Königstraße 68-70 (Höhe Averdunkplatz),10 -25
419,2022-11-20 00:00:00,K,Freiheit für die Delfine im Duisburger Zoo 2022,2022-12-12 00:00:00,2022-11-27,11:00 - 15:00,"Duisburger Zoo, Haupteingang, Mühlheimer Str. 273, 47058 Duisburg",10
420,2022-11-21 00:00:00,M,Mahnwache für Klima- und Baumschutz,2022-12-12 00:00:00,2022-11-28,13:30 - 15:30,König-Heinrich-Platz vor der Eingang zur Mercatorhalle,30
421,2022-11-22 00:00:00,K,Solidarität mit den Protesten im Iran,2022-12-12 00:00:00,2022-12-12,16:00 - 18:00,Averdunkplatz,10 - 15
422,2022-11-22 00:00:00,K,Luftangriffe der türkischen Armee gegen Kurden bzw. auf kurdische Städte  Kobani und Sengal,2022-12-12 00:00:00,2022-11-24,17:00 - 19:30,Portsmouthplatz,20 - 30
423,2022-11-24 00:00:00,K,Protest bei den Ratsfraktionen gegen Umwandlung des IMD in eine Teildienststelle,2022-11-28 00:00:00,2022-11-28,13:00 - 14:00,"Rathaus Duisburg, Burgplatz 19, 47051 Duisburg",100
424,2022-11-29 00:00:00,K,Gegen Krise!,2022-12-14 00:00:00,2022-12-01,16:00 - 18:00,"Von der Mark Straße, Höhe Kirchstraße",10 - 15
425,2022-11-29 00:00:00,A (K),Aktuelle Teuerungen,2022-12-14 00:00:00,2022-12-19,18:00 - 21:00,"Brückenplatz (Auftaktkundgebung) - Wanheimerstraße - Liebfrauenstraße - Brückenstraße - Rheinhauserstraße - Karl-Jarres-Straße - Heerstraße - Gravelottestraße - Paulusstraße (bis zur Pauluskirche, Abschlusskundgebung)- ",40 - 50
426,2022-12-02 00:00:00,K,Preissteigerungen,2022-12-14 00:00:00,2022-12-06,17:15 - 19:30,Weseler Straße 100 (neben Netto) in 47169 Duisburg,5
427,2022-12-04 00:00:00,M,Gedenkstunde am Stolperstein für Harro Schulze-Boysen & Frau,2022-12-17 00:00:00,2022-12-22,12:00 - 12:45,vor dem Haus Karl-Lehr-Straße 9 in 47041 Duisburg,35
428,2022-12-05 00:00:00,K,Streikveranstaltung Handel (Ikea Duisburg),2022-12-16 00:00:00,2022-12-12,07:00 - 12:00,vor Ikea Duisburg,30
429,2022-12-06 00:00:00,K,Kundgebungen zu aktuellen Entwicklungen,2022-12-19 00:00:00,2022-12-12,17:30 - 19:00,Duisburger Straße 213 (Hamborner Rathaus) in 47166 Duisburg auf dem Platz vor den öffentlichen Toiletten,30 - 40
430,2022-12-07 00:00:00,A (K),Kundgebung im Rahmen der Tarifrunde 2022 in der Leiharbeitsbranche,2022-12-26 00:00:00,2022-12-14,11:55 - 13:00,Schifferstraße 196 - Am Innenhafen - Philosophenweg - Stapeltor 17-19,150
431,2022-12-08 00:00:00,K,LGBTI+ Rechte verteidigen,2022-12-17 00:00:00,2022-12-14,18:00 - 20:00,Averdunkplatz,10
432,2022-12-09 00:00:00,A (K),Kundgebung und Demonstration gegen die militärischen Aktivitäten der Türkei in Rojava/Nordsyrien,2022-12-19 00:00:00,2022-12-17,12:00 - 15:00,Portsmouthplatz (Auftaktkundgebung) – Friedrich-Wilhelm-Straße – Friedrich-Wilhelm-Platz – Steinsche Gasse – Kehrtwende zurück zum Portsmouthplatz (Abschlusskundgebung).,500
433,2022-12-13 00:00:00,K,Streikveranstaltung Handel (Ikea Duisburg),2022-12-17 00:00:00,2022-12-16,07:00 - 12:00,vor Ikea Duisburg,30
434,2022-12-14 00:00:00,K,Preissteigerungen,2022-12-22 00:00:00,2022-12-17,13:00 - 15:30,Weseler Straße 100 (neben Netto) in 47169 Duisburg,5
435,2022-12-19 00:00:00,K,Gegen den Verkauf von lebenden Tieren ,2022-12-23 00:00:00,2022-12-23,14:00 - 16:00,"Auf dem Bürgersteig vor Zoo Zajac (Konrad-Adenauer-Ring 6, 47167 Duisburg)",< 10
436,2022-12-25 00:00:00,A (K),"Terroranschlag in Paris, auf das kurdische Kulturzentrum Ahmet Kaya,  bei dem viele kurdische Menschen verletzt wurden und  3 KurdenInnen gestorben sind.",Dienstag,2022-12-27,17:00 - 20:00,Duisburg Bahnhof bis zum Kaufhof und wieder zurück zum Hauptbahnhof,150
437,2022-12-28 00:00:00,K,#NichtAufUnseremRücken,2022-12-29 00:00:00,2022-12-29,15:00 - 18:00,Averdunkplatz,5 - 10
